ID,CALL,CN,TYPE
06DDDDDD,D-2767,1F,LS1f
06DDDDDD,N-2200,33,H301
06DDDDDD,D-4344,44,Discus
06DDDDDD,D-2728,BA,Mosquito-b
06DDFE85,D-0585,BU,Discus
06DDDDDD,D-8667,CN,LS1f
06DDDDDD,D-0913,FR,Std-Libelle
06DD9F44,D-7919,G8,LS-4
06DDDDDD,D-4986,GS,MiniNimbus
06DDB140,D-0142,IL,LS-1c
06DD9958,D-1433,JO,ASW-19
06DDDDDD,D-KHKG,KG,Twin-III-SL
06DDDDDD,D-XXXX,MI,LS-4
06DDDDDD,D-MHNT,NT,Taurus
06DD9B51,D-6573,PG,LS-4
06DDB008,D-0211,RB,LS-4b
06DF0CCB,D-2817,SN,LS-3-WL
06DDDE43,D-5484,YL,LS-4


